"diem_den","van_de","hanh_dong","doi_tuong_thuc_hien","chi_phi_trien_khai","loi_ich_ky_vong","logic_kinh_te","kpi_do_luong","diem_tac_dong_kinh_te","diem_kha_thi","diem_khan_cap","diem_uu_tien","muc_uu_tien","du_lieu_dung","do_tin_cay"
"Kỳ Co","còn dư địa hoặc cần theo dõi","Chia vé theo khung giờ, tăng nhân sự soát vé, đẩy QR/e-ticket","Khu vui chơi","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.53","53.2","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Kỳ Co","còn dư địa hoặc cần theo dõi","Tạo voucher giờ thấp điểm, menu combo địa phương và điểm bán vệ tinh","Nhà hàng/OCOP","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","34.48","54.6","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Kỳ Co","còn dư địa hoặc cần theo dõi","Tăng shuttle từ bãi đỗ vệ tinh và tuyến thay thế khi điểm áp lực tăng","Vận tải/shuttle","trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","36.58","48.3","36.0","41","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Bình Ba","còn dư địa hoặc cần theo dõi","Điều chỉnh truyền thông, kích cầu điểm phụ, công bố cảnh báo trên dashboard/app","Chính quyền","cao","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.68","51.8","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Bình Ba","còn dư địa hoặc cần theo dõi","Phân luồng tại tuyến ven biển, đặt biển báo, tăng lực lượng ở nút vào bãi biển/POI","Công an/giao thông","trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","36.88","46.2","36.0","41","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Bình Ba","còn dư địa hoặc cần theo dõi","Bán gói liên vùng, chuyển tour sang khung giờ thấp điểm hoặc điểm còn dư địa","Doanh nghiệp du lịch","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.98","52.5","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Bình Ba","còn dư địa hoặc cần theo dõi","Tạo combo lưu trú dài hơn, voucher ăn uống địa phương và điều tiết giá theo trải nghiệm","Khách sạn","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.08","53.9","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Bình Ba","còn dư địa hoặc cần theo dõi","Chia vé theo khung giờ, tăng nhân sự soát vé, đẩy QR/e-ticket","Khu vui chơi","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.53","53.2","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Bình Ba","còn dư địa hoặc cần theo dõi","Tạo voucher giờ thấp điểm, menu combo địa phương và điểm bán vệ tinh","Nhà hàng/OCOP","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","34.48","54.6","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Bình Ba","còn dư địa hoặc cần theo dõi","Tăng shuttle từ bãi đỗ vệ tinh và tuyến thay thế khi điểm áp lực tăng","Vận tải/shuttle","trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","36.58","48.3","36.0","41","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Cam Ranh","còn dư địa hoặc cần theo dõi","Điều chỉnh truyền thông, kích cầu điểm phụ, công bố cảnh báo trên dashboard/app","Chính quyền","cao","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.68","51.8","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Cam Ranh","còn dư địa hoặc cần theo dõi","Phân luồng tại tuyến ven biển, đặt biển báo, tăng lực lượng ở nút vào bãi biển/POI","Công an/giao thông","trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","36.88","46.2","36.0","41","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Cam Ranh","còn dư địa hoặc cần theo dõi","Bán gói liên vùng, chuyển tour sang khung giờ thấp điểm hoặc điểm còn dư địa","Doanh nghiệp du lịch","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.98","52.5","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Cam Ranh","còn dư địa hoặc cần theo dõi","Tạo combo lưu trú dài hơn, voucher ăn uống địa phương và điều tiết giá theo trải nghiệm","Khách sạn","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.08","53.9","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Cam Ranh","còn dư địa hoặc cần theo dõi","Chia vé theo khung giờ, tăng nhân sự soát vé, đẩy QR/e-ticket","Khu vui chơi","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.53","53.2","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Cam Ranh","còn dư địa hoặc cần theo dõi","Tạo voucher giờ thấp điểm, menu combo địa phương và điểm bán vệ tinh","Nhà hàng/OCOP","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","34.48","54.6","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Cam Ranh","còn dư địa hoặc cần theo dõi","Tăng shuttle từ bãi đỗ vệ tinh và tuyến thay thế khi điểm áp lực tăng","Vận tải/shuttle","trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","36.58","48.3","36.0","41","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Phan Rang - Tháp Chàm","còn dư địa hoặc cần theo dõi","Điều chỉnh truyền thông, kích cầu điểm phụ, công bố cảnh báo trên dashboard/app","Chính quyền","cao","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.68","51.8","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Phan Rang - Tháp Chàm","còn dư địa hoặc cần theo dõi","Phân luồng tại tuyến ven biển, đặt biển báo, tăng lực lượng ở nút vào bãi biển/POI","Công an/giao thông","trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","36.88","46.2","36.0","41","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Phan Rang - Tháp Chàm","còn dư địa hoặc cần theo dõi","Bán gói liên vùng, chuyển tour sang khung giờ thấp điểm hoặc điểm còn dư địa","Doanh nghiệp du lịch","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.98","52.5","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Phan Rang - Tháp Chàm","còn dư địa hoặc cần theo dõi","Tạo combo lưu trú dài hơn, voucher ăn uống địa phương và điều tiết giá theo trải nghiệm","Khách sạn","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.08","53.9","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Phan Rang - Tháp Chàm","còn dư địa hoặc cần theo dõi","Chia vé theo khung giờ, tăng nhân sự soát vé, đẩy QR/e-ticket","Khu vui chơi","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.53","53.2","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Phan Rang - Tháp Chàm","còn dư địa hoặc cần theo dõi","Tạo voucher giờ thấp điểm, menu combo địa phương và điểm bán vệ tinh","Nhà hàng/OCOP","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","34.48","54.6","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Phan Rang - Tháp Chàm","còn dư địa hoặc cần theo dõi","Tăng shuttle từ bãi đỗ vệ tinh và tuyến thay thế khi điểm áp lực tăng","Vận tải/shuttle","trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","36.58","48.3","36.0","41","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Vĩnh Hy","còn dư địa hoặc cần theo dõi","Điều chỉnh truyền thông, kích cầu điểm phụ, công bố cảnh báo trên dashboard/app","Chính quyền","cao","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.68","51.8","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Vĩnh Hy","còn dư địa hoặc cần theo dõi","Phân luồng tại tuyến ven biển, đặt biển báo, tăng lực lượng ở nút vào bãi biển/POI","Công an/giao thông","trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","36.88","46.2","36.0","41","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Vĩnh Hy","còn dư địa hoặc cần theo dõi","Bán gói liên vùng, chuyển tour sang khung giờ thấp điểm hoặc điểm còn dư địa","Doanh nghiệp du lịch","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.98","52.5","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Vĩnh Hy","còn dư địa hoặc cần theo dõi","Tạo combo lưu trú dài hơn, voucher ăn uống địa phương và điều tiết giá theo trải nghiệm","Khách sạn","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.08","53.9","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Vĩnh Hy","còn dư địa hoặc cần theo dõi","Chia vé theo khung giờ, tăng nhân sự soát vé, đẩy QR/e-ticket","Khu vui chơi","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.53","53.2","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Vĩnh Hy","còn dư địa hoặc cần theo dõi","Tạo voucher giờ thấp điểm, menu combo địa phương và điểm bán vệ tinh","Nhà hàng/OCOP","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","34.48","54.6","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Vĩnh Hy","còn dư địa hoặc cần theo dõi","Tăng shuttle từ bãi đỗ vệ tinh và tuyến thay thế khi điểm áp lực tăng","Vận tải/shuttle","trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","36.58","48.3","36.0","41","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Gành Đá Đĩa","còn dư địa hoặc cần theo dõi","Điều chỉnh truyền thông, kích cầu điểm phụ, công bố cảnh báo trên dashboard/app","Chính quyền","cao","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.68","51.8","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Gành Đá Đĩa","còn dư địa hoặc cần theo dõi","Phân luồng tại tuyến ven biển, đặt biển báo, tăng lực lượng ở nút vào bãi biển/POI","Công an/giao thông","trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","36.88","46.2","36.0","41","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Gành Đá Đĩa","còn dư địa hoặc cần theo dõi","Bán gói liên vùng, chuyển tour sang khung giờ thấp điểm hoặc điểm còn dư địa","Doanh nghiệp du lịch","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.98","52.5","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Gành Đá Đĩa","còn dư địa hoặc cần theo dõi","Tạo combo lưu trú dài hơn, voucher ăn uống địa phương và điều tiết giá theo trải nghiệm","Khách sạn","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.08","53.9","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Gành Đá Đĩa","còn dư địa hoặc cần theo dõi","Chia vé theo khung giờ, tăng nhân sự soát vé, đẩy QR/e-ticket","Khu vui chơi","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","35.53","53.2","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
"Gành Đá Đĩa","còn dư địa hoặc cần theo dõi","Tạo voucher giờ thấp điểm, menu combo địa phương và điểm bán vệ tinh","Nhà hàng/OCOP","thấp-trung bình","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","Vấn đề -> Hành động -> KPI thay đổi -> Hiệu quả kinh tế: giảm áp lực tại điểm nóng, tăng chi tiêu ăn uống/vận tải/lưu trú/vé ở vùng phụ và giảm chi phí xã hội do kẹt xe/quá tải.","Điểm áp lực; điểm điều phối; điểm hạ tầng; cơ hội kinh tế; doanh thu ăn uống/vé/lưu trú; phản hồi du khách","34.48","54.6","36.0","42","Thấp","mixed_proxy_thieu_du_lieu","43.75"
